Wall time,Step,Value
1669743012.7027543,0,0.10000000149011612
1669743065.0031965,1,0.10000000149011612
1669743118.3985074,2,0.10000000149011612
1669743175.7580907,3,0.10000000149011612
1669743231.1245177,4,0.10000000149011612
1669743287.8052294,5,0.10010000318288803
1669743342.1193366,6,0.10000000149011612
1669743396.5787828,7,0.10000000149011612
1669743451.4385874,8,0.10000000149011612
1669743506.6075802,9,0.10000000149011612
1669743561.296806,10,0.15080000460147858
1669743615.7138057,11,0.14190000295639038
1669743670.2601054,12,0.10090000182390213
1669743724.7114654,13,0.10289999842643738
1669743780.64416,14,0.10520000010728836
1669743834.6498377,15,0.11569999903440475
1669743888.319326,16,0.13030000030994415
1669743941.7997208,17,0.12439999729394913
1669743995.203638,18,0.2176000028848648
1669744050.665829,19,0.20569999516010284
1669744103.8445768,20,0.19280000030994415
1669744157.3903844,21,0.22419999539852142
1669744210.417475,22,0.2224999964237213
1669744263.5730526,23,0.23420000076293945
1669744317.8729706,24,0.22169999778270721
1669744373.0438166,25,0.22120000422000885
1669744428.0421727,26,0.24459999799728394
1669744479.4039783,27,0.2295999974012375
1669744530.445073,28,0.23749999701976776
1669744581.1000023,29,0.25589999556541443
1669744631.3368435,30,0.23980000615119934
1669744680.7664604,31,0.23829999566078186
1669744730.544149,32,0.23469999432563782
1669744779.9702544,33,0.25529998540878296
1669744829.3138008,34,0.257999986410141
1669744882.8126965,35,0.25440001487731934
1669744936.543463,36,0.26460000872612
1669744990.6164367,37,0.2678000032901764
1669745042.4345744,38,0.26919999718666077
1669745093.8751104,39,0.27149999141693115
1669745145.2468193,40,0.2784999907016754
1669745196.3554933,41,0.27619999647140503
1669745247.7163663,42,0.2897000014781952
1669745299.16314,43,0.28850001096725464
1669745350.783206,44,0.2624000012874603
1669745402.5699687,45,0.2770000100135803
1669745457.365742,46,0.2906000018119812
1669745508.7943637,47,0.30790001153945923
1669745560.0980685,48,0.3066999912261963
1669745611.5653794,49,0.3000999987125397
1669745663.0329888,50,0.3102000057697296
1669745715.4534717,51,0.3156999945640564
1669745766.7841146,52,0.3043000102043152
1669745821.2063546,53,0.31949999928474426
1669745873.043526,54,0.3172000050544739
1669745924.490702,55,0.3260999917984009
1669745975.5801077,56,0.3237000107765198
1669746026.7049289,57,0.32350000739097595
1669746078.6786287,58,0.32820001244544983
1669746133.844998,59,0.326200008392334
1669746185.8471634,60,0.335999995470047
1669746240.2965403,61,0.3264000117778778
1669746295.2289464,62,0.3276999890804291
1669746346.8733902,63,0.33390000462532043
1669746395.96484,64,0.34290000796318054
1669746446.3349905,65,0.3337000012397766
1669746501.5829473,66,0.34060001373291016
1669746555.4813414,67,0.34139999747276306
1669746609.800146,68,0.3447999954223633
1669746667.2961748,69,0.3409000039100647
1669746721.3074784,70,0.33309999108314514
1669746779.1911798,71,0.3472000062465668
1669746835.044095,72,0.34950000047683716
1669746891.31221,73,0.3528999984264374
1669746949.4189284,74,0.34940001368522644
1669747003.7283802,75,0.3506999909877777
1669747060.4426267,76,0.36419999599456787
1669747118.7279408,77,0.3610999882221222
1669747174.5325553,78,0.35519999265670776
1669747227.0589225,79,0.3774999976158142
1669747283.7221732,80,0.37049999833106995
1669747337.8456511,81,0.3702999949455261
1669747393.1870363,82,0.37529999017715454
1669747447.8774137,83,0.3767000138759613
1669747499.0294645,84,0.3702999949455261
1669747550.3065236,85,0.3749000132083893
1669747604.232882,86,0.38499999046325684
1669747658.3962874,87,0.3849000036716461
1669747714.1250238,88,0.3686999976634979
1669747768.3895526,89,0.3871000111103058
1669747820.803574,90,0.39309999346733093
1669747873.2382922,91,0.38659998774528503
1669747925.6993654,92,0.39489999413490295
1669747981.329474,93,0.39890000224113464
1669748038.6454458,94,0.40459999442100525
1669748095.7959785,95,0.4016999900341034
1669748152.8079536,96,0.4025000035762787
1669748207.5250592,97,0.41339999437332153
1669748259.8428447,98,0.4142000079154968
1669748312.2800848,99,0.41929998993873596
1669748364.628409,100,0.4120999872684479
1669748416.7096832,101,0.423799991607666
1669748471.735662,102,0.4106999933719635
