Wall time,Step,Value
1669721877.6405544,0,0.10000000149011612
1669721916.2128274,1,0.10000000149011612
1669721954.4552078,2,0.10000000149011612
1669721992.5984306,3,0.09999000281095505
1669722030.845421,4,0.10001000016927719
1669722069.0341322,5,0.09993000328540802
1669722107.1715379,6,0.10817000269889832
1669722145.3078282,7,0.10514000058174133
1669722183.38508,8,0.13154999911785126
1669722221.4891431,9,0.1312199980020523
1669722259.5609117,10,0.10668999701738358
1669722297.6174467,11,0.10826999694108963
1669722335.721227,12,0.1082800030708313
1669722373.631776,13,0.15855999290943146
1669722411.6589289,14,0.10530000180006027
1669722449.8251235,15,0.1699499934911728
1669722487.898569,16,0.2161100059747696
1669722525.9058487,17,0.18735000491142273
1669722564.1027017,18,0.19926999509334564
1669722602.084921,19,0.19312000274658203
1669722640.1350968,20,0.21176999807357788
1669722678.2776103,21,0.21684999763965607
1669722716.3118098,22,0.2359900027513504
1669722754.543189,23,0.22111999988555908
1669722792.642947,24,0.23327000439167023
1669722830.7045364,25,0.22707000374794006
1669722868.5939953,26,0.2200700044631958
1669722906.6044936,27,0.22206999361515045
1669722944.7494278,28,0.2444700002670288
1669722982.909202,29,0.2300499975681305
1669723020.9481924,30,0.24424999952316284
1669723058.9893088,31,0.2544099986553192
1669723097.0685055,32,0.2539899945259094
1669723135.2536585,33,0.2526699900627136
1669723173.264413,34,0.2547900080680847
1669723211.3205714,35,0.25242000818252563
1669723249.3271232,36,0.272379994392395
1669723287.3183672,37,0.2608700096607208
1669723325.3052135,38,0.2715800106525421
1669723363.233657,39,0.2781899869441986
1669723401.3599527,40,0.274150013923645
1669723439.451896,41,0.2796100080013275
1669723477.489012,42,0.28402000665664673
1669723515.5601857,43,0.29464998841285706
1669723553.70654,44,0.2991499900817871
1669723591.8142378,45,0.3032299876213074
1669723630.104713,46,0.30237001180648804
1669723668.2940838,47,0.30643999576568604
1669723706.4173517,48,0.3215399980545044
1669723744.637173,49,0.31373000144958496
1669723782.6554327,50,0.32335999608039856
1669723820.6142783,51,0.31797999143600464
1669723858.7241387,52,0.3270600140094757
1669723896.7888222,53,0.31975001096725464
1669723935.378626,54,0.33733999729156494
1669723973.614863,55,0.3187200129032135
1669724011.7916856,56,0.33112001419067383
1669724049.9190166,57,0.326449990272522
1669724087.9508386,58,0.3268899917602539
1669724125.9525611,59,0.3341900110244751
1669724163.8430252,60,0.3357599973678589
1669724201.8367033,61,0.3416000008583069
1669724240.0707426,62,0.34286001324653625
1669724278.1540463,63,0.34841999411582947
1669724316.2400548,64,0.3463900089263916
1669724354.4753592,65,0.34970998764038086
1669724392.4307146,66,0.34922999143600464
1669724430.4672213,67,0.3557800054550171
1669724468.4922607,68,0.34665998816490173
1669724506.5687058,69,0.35493001341819763
1669724544.597093,70,0.34845998883247375
1669724582.740818,71,0.3481200039386749
1669724620.8838887,72,0.357589989900589
1669724659.0021133,73,0.3601999878883362
1669724697.0143225,74,0.36629000306129456
1669724735.0605998,75,0.36713001132011414
1669724773.1761892,76,0.3607099950313568
1669724811.0745964,77,0.370959997177124
1669724849.2159433,78,0.3696100115776062
1669724887.2890737,79,0.3719800114631653
1669724925.4185355,80,0.37775999307632446
