Wall time,Step,Value
1669716173.9283009,0,0.10000000149011612
1669716212.0005064,1,0.10000000149011612
1669716250.1184342,2,0.10030999779701233
1669716288.05377,3,0.10000000149011612
1669716325.9960053,4,0.10000000149011612
1669716363.9276898,5,0.10000000149011612
1669716402.0479455,6,0.1025099977850914
1669716440.1711257,7,0.10248000174760818
1669716478.0954065,8,0.1348000019788742
1669716516.14096,9,0.12973999977111816
1669716554.0353134,10,0.12359999865293503
1669716592.0921423,11,0.10773999989032745
1669716630.0858045,12,0.13720999658107758
1669716668.0954986,13,0.10440000146627426
1669716706.1533408,14,0.12249000370502472
1669716744.2962523,15,0.14041000604629517
1669716782.3059328,16,0.1919800043106079
1669716820.2652643,17,0.16833999752998352
1669716858.217995,18,0.1813499927520752
1669716896.1900456,19,0.20080000162124634
1669716934.1901238,20,0.18950000405311584
1669716972.136074,21,0.22968000173568726
1669717010.1803277,22,0.21953000128269196
1669717048.1738505,23,0.2204499989748001
1669717086.179529,24,0.2254199981689453
1669717124.0123637,25,0.23849999904632568
1669717162.053911,26,0.24672000110149384
1669717199.9587495,27,0.22402000427246094
1669717237.8195848,28,0.2478799968957901
1669717275.9987419,29,0.23757000267505646
1669717315.2000504,30,0.23580999672412872
1669717353.7615445,31,0.2202499955892563
1669717391.7768383,32,0.24142000079154968
1669717429.6809459,33,0.24053999781608582
1669717467.768637,34,0.24634000658988953
1669717505.8006568,35,0.24567000567913055
1669717543.700144,36,0.24919000267982483
1669717581.6770282,37,0.25192001461982727
1669717619.7276647,38,0.24819999933242798
1669717657.6850667,39,0.26872000098228455
1669717695.6370637,40,0.25902000069618225
1669717733.6541169,41,0.2760399878025055
1669717771.574508,42,0.27768000960350037
1669717809.6711335,43,0.28630998730659485
1669717847.6581895,44,0.28422001004219055
1669717885.6184504,45,0.29172998666763306
1669717923.6895168,46,0.2866100072860718
1669717961.7430532,47,0.29958000779151917
1669717999.7276056,48,0.2992999851703644
1669718037.7196124,49,0.3105599880218506
1669718075.6949186,50,0.31150999665260315
1669718113.5335143,51,0.2984299957752228
1669718151.3961647,52,0.32023999094963074
1669718189.2039418,53,0.3126800060272217
1669718227.167089,54,0.3307200074195862
1669718265.1617785,55,0.32328999042510986
1669718303.0930667,56,0.32016000151634216
1669718341.0960286,57,0.330049991607666
1669718379.1143737,58,0.3307499885559082
1669718417.1409583,59,0.32603999972343445
