Wall time,Step,Value
1669677371.7533681,0,0.11163999885320663
1669677410.3806708,1,0.11890000104904175
1669677448.955343,2,0.11954999715089798
1669677487.5769954,3,0.10493999719619751
1669677526.0772638,4,0.11844000220298767
1669677564.7277713,5,0.1405400037765503
1669677603.263257,6,0.1513800024986267
1669677642.1004035,7,0.16277000308036804
1669677680.770501,8,0.16277000308036804
1669677719.3759038,9,0.16572999954223633
1669677757.9454968,10,0.18382999300956726
1669677796.6225798,11,0.1880899965763092
1669677835.403316,12,0.18790000677108765
1669677874.1369803,13,0.19708000123500824
1669677912.908972,14,0.19878999888896942
1669677951.3909566,15,0.19526000320911407
1669677990.0102458,16,0.20582999289035797
1669678028.5706172,17,0.21710999310016632
1669678067.1529686,18,0.21653999388217926
1669678105.68936,19,0.2180200070142746
1669678144.281873,20,0.21901999413967133
1669678184.4986076,21,0.20509999990463257
1669678224.5968263,22,0.22214999794960022
1669678263.4037263,23,0.22785000503063202
1669678302.2831485,24,0.22579999268054962
1669678341.9567935,25,0.22836999595165253
1669678386.8683178,26,0.24202999472618103
1669678429.9754176,27,0.23736999928951263
1669678469.1968186,28,0.22098000347614288
1669678511.445909,29,0.22645999491214752
1669678551.0619462,30,0.24451999366283417
1669678590.5057065,31,0.23281000554561615
1669678629.160063,32,0.2503400146961212
1669678667.9698882,33,0.2540000081062317
1669678707.187093,34,0.2656799852848053
1669678746.8134892,35,0.26631999015808105
1669678785.897607,36,0.2790299952030182
1669678824.6523218,37,0.25720998644828796
1669678862.8465505,38,0.2796199917793274
1669678901.213973,39,0.2693600058555603
1669678939.5200808,40,0.28707000613212585
1669678977.625264,41,0.27724000811576843
1669679015.84035,42,0.27911001443862915
1669679054.158569,43,0.2884500026702881
1669679092.7079813,44,0.28126001358032227
1669679131.447407,45,0.28578999638557434
1669679170.0782447,46,0.2921600043773651
1669679209.0725927,47,0.3143100142478943
1669679247.747427,48,0.30461999773979187
1669679286.5149288,49,0.2914699912071228
1669679326.1937656,50,0.30441001057624817
1669679365.443041,51,0.3167699873447418
1669679405.168758,52,0.30768999457359314
1669679443.6165273,53,0.31610000133514404
1669679482.90489,54,0.302949994802475
1669679521.364925,55,0.3195900022983551
1669679560.2966347,56,0.32100000977516174
1669679599.793939,57,0.31637999415397644
1669679639.560792,58,0.3122200071811676
1669679679.8749607,59,0.3213199973106384
1669679720.2483752,60,0.3238599896430969
1669679760.2195754,61,0.34143000841140747
1669679799.8749163,62,0.3317599892616272
1669679838.9538465,63,0.3393799960613251
1669679877.7536378,64,0.3381200134754181
1669679916.569037,65,0.3354400098323822
1669679956.449154,66,0.3444199860095978
1669679995.2287457,67,0.33226001262664795
1669680033.698862,68,0.34400999546051025
1669680071.9361048,69,0.35787999629974365
1669680109.9543262,70,0.346560001373291
1669680148.8656871,71,0.34143000841140747
1669680187.1394475,72,0.35468000173568726
1669680225.354323,73,0.34463000297546387
1669680263.618131,74,0.3549799919128418
1669680301.7395985,75,0.3598400056362152
1669680339.9445686,76,0.34852999448776245
1669680378.189852,77,0.3683899939060211
1669680416.3174431,78,0.3709000051021576
1669680454.7972748,79,0.36118000745773315
1669680493.0048702,80,0.3497700095176697
1669680531.3181188,81,0.37692001461982727
1669680569.53702,82,0.3500399887561798
1669680607.9059172,83,0.3785400092601776
1669680646.1613824,84,0.37446001172065735
1669680684.3502195,85,0.3805199861526489
1669680722.48364,86,0.37880998849868774
1669680760.4921987,87,0.3736799955368042
1669680798.4676356,88,0.3759399950504303
1669680836.8251107,89,0.3739599883556366
1669680874.9164264,90,0.38701000809669495
1669680913.2978656,91,0.3837200105190277
1669680951.6014364,92,0.38787999749183655
1669680990.0149062,93,0.3809399902820587
1669681028.2063136,94,0.38655000925064087
1669681066.3303273,95,0.39364001154899597
1669681104.3916624,96,0.3853299915790558
1669681142.5390923,97,0.4046800136566162
1669681180.6808274,98,0.4008199870586395
1669681218.8849063,99,0.4105600118637085
1669681257.1618264,100,0.39114001393318176
1669681295.8178768,101,0.403219997882843
1669681339.4065688,102,0.41032999753952026
1669681381.9324548,103,0.40422001481056213
1669681421.0247633,104,0.39847999811172485
1669681459.642289,105,0.4044800102710724
1669681497.7658453,106,0.4048500061035156
1669681535.8715773,107,0.40988999605178833
1669681574.0440128,108,0.40467000007629395
1669681612.0009918,109,0.4120500087738037
1669681650.0530865,110,0.4140399992465973
1669681688.2116718,111,0.4169299900531769
1669681726.2835982,112,0.4273799955844879
1669681764.494532,113,0.4223400056362152
1669681802.702829,114,0.4184800088405609
1669681840.6737676,115,0.421640008687973
1669681878.5727377,116,0.42221999168395996
1669681916.6288655,117,0.4327700138092041
1669681954.797944,118,0.4177199900150299
1669681992.8746333,119,0.4303300082683563
1669682030.9589517,120,0.4320000112056732
1669682068.996345,121,0.4225800037384033
1669682107.1910553,122,0.41756999492645264
1669682145.3322113,123,0.4284699857234955
1669682183.4502318,124,0.43474000692367554
1669682221.551718,125,0.43202000856399536
1669682259.5138648,126,0.44453999400138855
1669682297.4994872,127,0.43083998560905457
1669682335.6484733,128,0.43755999207496643
1669682373.7435753,129,0.43724000453948975
1669682411.8297203,130,0.43081000447273254
1669682449.9038486,131,0.4459199905395508
1669682487.9623587,132,0.45625999569892883
1669682525.959203,133,0.44130000472068787
1669682563.9998052,134,0.44909000396728516
1669682601.9960215,135,0.44321000576019287
1669682640.024826,136,0.44523999094963074
1669682678.2768018,137,0.4609900116920471
1669682716.439445,138,0.44753000140190125
1669682754.6161418,139,0.46215999126434326
1669682792.624839,140,0.4593900144100189
1669682830.9063082,141,0.4643400013446808
1669682868.935422,142,0.4568600058555603
1669682907.077419,143,0.4670400023460388
1669682945.159719,144,0.4564400017261505
1669682983.2746286,145,0.4689300060272217
1669683021.4203963,146,0.45770999789237976
1669683059.6534235,147,0.4778900146484375
1669683097.694721,148,0.4653100073337555
1669683135.7520213,149,0.46296998858451843
